Intent,FAQ,Answer,source,Link_embed
ask_safe_blood_donations,Is it okay to donate blood?,"CDC encourages people who are well to continue to donate blood if they are able, even if they are practicing social distancing because of COVID-19. CDC is supporting blood centers by providing recommendations that will keep donors and staff safe. Examples of these recommendations include spacing donor chairs 6 feet apart, thoroughly adhering to environmental cleaning practices, and encouraging donors to make donation appointments ahead of time.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_safe_blood_donations,Is it safe to donate blood?,"CDC encourages people who are well to continue to donate blood if they are able, even if they are practicing social distancing because of COVID-19. CDC is supporting blood centers by providing recommendations that will keep donors and staff safe. Examples of these recommendations include spacing donor chairs 6 feet apart, thoroughly adhering to environmental cleaning practices, and encouraging donors to make donation appointments ahead of time.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_safe_blood_donations,Can I donate blood?,"CDC encourages people who are well to continue to donate blood if they are able, even if they are practicing social distancing because of COVID-19. CDC is supporting blood centers by providing recommendations that will keep donors and staff safe. Examples of these recommendations include spacing donor chairs 6 feet apart, thoroughly adhering to environmental cleaning practices, and encouraging donors to make donation appointments ahead of time.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_safe_blood_donations,Can I make blood donations?,"CDC encourages people who are well to continue to donate blood if they are able, even if they are practicing social distancing because of COVID-19. CDC is supporting blood centers by providing recommendations that will keep donors and staff safe. Examples of these recommendations include spacing donor chairs 6 feet apart, thoroughly adhering to environmental cleaning practices, and encouraging donors to make donation appointments ahead of time.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_safe_blood_donations,Is it okay to make blood donations?,"CDC encourages people who are well to continue to donate blood if they are able, even if they are practicing social distancing because of COVID-19. CDC is supporting blood centers by providing recommendations that will keep donors and staff safe. Examples of these recommendations include spacing donor chairs 6 feet apart, thoroughly adhering to environmental cleaning practices, and encouraging donors to make donation appointments ahead of time.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_safe_blood_donations,Is it safe to make blood donations?,"CDC encourages people who are well to continue to donate blood if they are able, even if they are practicing social distancing because of COVID-19. CDC is supporting blood centers by providing recommendations that will keep donors and staff safe. Examples of these recommendations include spacing donor chairs 6 feet apart, thoroughly adhering to environmental cleaning practices, and encouraging donors to make donation appointments ahead of time.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_schools_close_if_outbreak,Will schools be dismissed in the event of an outbreak?,"Depending on the situation, public health officials may recommend community actions to reduce exposures to COVID-19, such as school dismissals. Read or watch local media sources that report school dismissals or and watch for communication from your child’s school. If schools are dismissed temporarily, discourage students and staff from gathering or socializing anywhere, like at a friend’s house, a favorite restaurant, or the local shopping mall.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_schools_close_if_outbreak,Will schools be dismissed if there is an outbreak in my community?,"Depending on the situation, public health officials may recommend community actions to reduce exposures to COVID-19, such as school dismissals. Read or watch local media sources that report school dismissals or and watch for communication from your child’s school. If schools are dismissed temporarily, discourage students and staff from gathering or socializing anywhere, like at a friend’s house, a favorite restaurant, or the local shopping mall.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_schools_close_if_outbreak,Will schools be dismissed if there is an outbreak in my city?,"Depending on the situation, public health officials may recommend community actions to reduce exposures to COVID-19, such as school dismissals. Read or watch local media sources that report school dismissals or and watch for communication from your child’s school. If schools are dismissed temporarily, discourage students and staff from gathering or socializing anywhere, like at a friend’s house, a favorite restaurant, or the local shopping mall.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_schools_close_if_outbreak,Will schools be dismissed if there is an outbreak in my state?,"Depending on the situation, public health officials may recommend community actions to reduce exposures to COVID-19, such as school dismissals. Read or watch local media sources that report school dismissals or and watch for communication from your child’s school. If schools are dismissed temporarily, discourage students and staff from gathering or socializing anywhere, like at a friend’s house, a favorite restaurant, or the local shopping mall.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_schools_close_if_outbreak,Will schools close if there is an outbreak?,"Depending on the situation, public health officials may recommend community actions to reduce exposures to COVID-19, such as school dismissals. Read or watch local media sources that report school dismissals or and watch for communication from your child’s school. If schools are dismissed temporarily, discourage students and staff from gathering or socializing anywhere, like at a friend’s house, a favorite restaurant, or the local shopping mall.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_schools_close_if_outbreak,Will school be canceled if the virus spreads in my city?,"Depending on the situation, public health officials may recommend community actions to reduce exposures to COVID-19, such as school dismissals. Read or watch local media sources that report school dismissals or and watch for communication from your child’s school. If schools are dismissed temporarily, discourage students and staff from gathering or socializing anywhere, like at a friend’s house, a favorite restaurant, or the local shopping mall.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_schools_close_if_outbreak,Will school be canceled if COVID-19 is spreading in my neighborhood?,"Depending on the situation, public health officials may recommend community actions to reduce exposures to COVID-19, such as school dismissals. Read or watch local media sources that report school dismissals or and watch for communication from your child’s school. If schools are dismissed temporarily, discourage students and staff from gathering or socializing anywhere, like at a friend’s house, a favorite restaurant, or the local shopping mall.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_should_wear_mask,Should I wear a face mask?,"The CDC recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies), especially in areas of significant community-based transmission.  The cloth face coverings recommended are not surgical masks or N-95 respirators.  Those are critical supplies that must continue to be reserved for healthcare workers and other medical first responders, as recommended by current CDC guidance.",https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/diy-cloth-face-coverings.html,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover.html
ask_should_wear_mask,Should people wear masks?,"The CDC recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies), especially in areas of significant community-based transmission.  The cloth face coverings recommended are not surgical masks or N-95 respirators.  Those are critical supplies that must continue to be reserved for healthcare workers and other medical first responders, as recommended by current CDC guidance.",https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/diy-cloth-face-coverings.html,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover.html
ask_should_wear_mask,Should I get a face mask?,"The CDC recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies), especially in areas of significant community-based transmission.  The cloth face coverings recommended are not surgical masks or N-95 respirators.  Those are critical supplies that must continue to be reserved for healthcare workers and other medical first responders, as recommended by current CDC guidance.",https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/diy-cloth-face-coverings.html,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover.html
ask_should_wear_mask,Should I be wearing a facemask?,"The CDC recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies), especially in areas of significant community-based transmission.  The cloth face coverings recommended are not surgical masks or N-95 respirators.  Those are critical supplies that must continue to be reserved for healthcare workers and other medical first responders, as recommended by current CDC guidance.",https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/diy-cloth-face-coverings.html,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover.html
ask_should_wear_mask,Should I be covering my face?,"The CDC recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies), especially in areas of significant community-based transmission.  The cloth face coverings recommended are not surgical masks or N-95 respirators.  Those are critical supplies that must continue to be reserved for healthcare workers and other medical first responders, as recommended by current CDC guidance.",https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/diy-cloth-face-coverings.html,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover.html
ask_should_wear_mask,Should people wear facemasks?,"The CDC recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies), especially in areas of significant community-based transmission.  The cloth face coverings recommended are not surgical masks or N-95 respirators.  Those are critical supplies that must continue to be reserved for healthcare workers and other medical first responders, as recommended by current CDC guidance.",https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/diy-cloth-face-coverings.html,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover.html
ask_should_wear_mask,Should people cover their faces?,"The CDC recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies), especially in areas of significant community-based transmission.  The cloth face coverings recommended are not surgical masks or N-95 respirators.  Those are critical supplies that must continue to be reserved for healthcare workers and other medical first responders, as recommended by current CDC guidance.",https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/diy-cloth-face-coverings.html,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover.html
ask_should_wear_mask,Should people be wearing face coverings?,"The CDC recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies), especially in areas of significant community-based transmission.  The cloth face coverings recommended are not surgical masks or N-95 respirators.  Those are critical supplies that must continue to be reserved for healthcare workers and other medical first responders, as recommended by current CDC guidance.",https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/diy-cloth-face-coverings.html,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover.html
ask_should_wear_mask,Should people wear face masks in public?,"The CDC recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies), especially in areas of significant community-based transmission.  The cloth face coverings recommended are not surgical masks or N-95 respirators.  Those are critical supplies that must continue to be reserved for healthcare workers and other medical first responders, as recommended by current CDC guidance.",https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/diy-cloth-face-coverings.html,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover.html
ask_should_wear_mask,Should we get a face mask?,"The CDC recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies), especially in areas of significant community-based transmission.  The cloth face coverings recommended are not surgical masks or N-95 respirators.  Those are critical supplies that must continue to be reserved for healthcare workers and other medical first responders, as recommended by current CDC guidance.",https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/diy-cloth-face-coverings.html,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover.html
ask_should_wear_mask_children,Should children wear masks?,"CDC recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community. Cloth face coverings should NOT be put on babies or children younger than 2 because of the danger of suffocation. Children younger than 2 years of age are listed as an exception as well as anyone who has trouble breathing or is unconscious, incapacitated, or otherwise unable to remove the face covering without assistance.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_should_wear_mask_children,Do children need to wear face masks?,"CDC recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community. Cloth face coverings should NOT be put on babies or children younger than 2 because of the danger of suffocation. Children younger than 2 years of age are listed as an exception as well as anyone who has trouble breathing or is unconscious, incapacitated, or otherwise unable to remove the face covering without assistance.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_should_wear_mask_children,Do kids have to wear facemasks?,"CDC recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community. Cloth face coverings should NOT be put on babies or children younger than 2 because of the danger of suffocation. Children younger than 2 years of age are listed as an exception as well as anyone who has trouble breathing or is unconscious, incapacitated, or otherwise unable to remove the face covering without assistance.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_should_wear_mask_children,Should my child wear a face mask?,"CDC recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community. Cloth face coverings should NOT be put on babies or children younger than 2 because of the danger of suffocation. Children younger than 2 years of age are listed as an exception as well as anyone who has trouble breathing or is unconscious, incapacitated, or otherwise unable to remove the face covering without assistance.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_should_wear_mask_children,Does my child need to cover their face?,"CDC recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community. Cloth face coverings should NOT be put on babies or children younger than 2 because of the danger of suffocation. Children younger than 2 years of age are listed as an exception as well as anyone who has trouble breathing or is unconscious, incapacitated, or otherwise unable to remove the face covering without assistance.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_soap_or_sanitizer,Should I use soap or hand sanitizer to wash my hands?,"Handwashing is one of the best ways to protect yourself and your family from getting sick. Wash your hands often with soap and water for at least 20 seconds, especially after blowing your nose, coughing, or sneezing; going to the bathroom; and before eating or preparing food. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_soap_or_sanitizer,Should I use soap and water or hand sanitizer to wash my hands?,"Handwashing is one of the best ways to protect yourself and your family from getting sick. Wash your hands often with soap and water for at least 20 seconds, especially after blowing your nose, coughing, or sneezing; going to the bathroom; and before eating or preparing food. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_soap_or_sanitizer,Should I use soap or hand sanitizer to protect against COVID-19?,"Handwashing is one of the best ways to protect yourself and your family from getting sick. Wash your hands often with soap and water for at least 20 seconds, especially after blowing your nose, coughing, or sneezing; going to the bathroom; and before eating or preparing food. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_soap_or_sanitizer,Which is better soap or hand sanitizer?,"Handwashing is one of the best ways to protect yourself and your family from getting sick. Wash your hands often with soap and water for at least 20 seconds, especially after blowing your nose, coughing, or sneezing; going to the bathroom; and before eating or preparing food. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_soap_or_sanitizer,Can I use hand sanitizer to wash my hands instead of soap?,"Handwashing is one of the best ways to protect yourself and your family from getting sick. Wash your hands often with soap and water for at least 20 seconds, especially after blowing your nose, coughing, or sneezing; going to the bathroom; and before eating or preparing food. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_social_distance_if_mask,"If I wear a mask, do I need to do social distancing?","Wearing cloth face coverings is a public health measure people should take in addition to wearing a cloth face covering to reduce the spread of COVID-19. CDC still recommends that you stay at least 6 feet away from other people (social distancing), frequent hand cleaning and other everyday preventive actions. A cloth face covering is not intended to protect the wearer, but it may prevent the spread of virus from the wearer to others. This would be especially important if someone is infected but does not have symptoms. View CDC’s guidance on how to protect yourself.",https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover-faq.html,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/prevention.html
ask_social_distance_if_mask,"If I am covering my face, do I need to stay away from others still?","Wearing cloth face coverings is a public health measure people should take in addition to wearing a cloth face covering to reduce the spread of COVID-19. CDC still recommends that you stay at least 6 feet away from other people (social distancing), frequent hand cleaning and other everyday preventive actions. A cloth face covering is not intended to protect the wearer, but it may prevent the spread of virus from the wearer to others. This would be especially important if someone is infected but does not have symptoms. View CDC’s guidance on how to protect yourself.",https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover-faq.html,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/prevention.html
ask_social_distance_if_mask,Do I need to stay 6 feet away from others if I am wearing a face mask?,"Wearing cloth face coverings is a public health measure people should take in addition to wearing a cloth face covering to reduce the spread of COVID-19. CDC still recommends that you stay at least 6 feet away from other people (social distancing), frequent hand cleaning and other everyday preventive actions. A cloth face covering is not intended to protect the wearer, but it may prevent the spread of virus from the wearer to others. This would be especially important if someone is infected but does not have symptoms. View CDC’s guidance on how to protect yourself.",https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover-faq.html,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/prevention.html
ask_types_of_tests,What kind of tests are being used for COVID-19?,"Many tests to diagnose COVID-19 have received an Emergency Use Authorization (EUA)external icon from the Food & Drug Administration (FDA). All of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasopharyngeal swabs.

Locations and types of testing sites may vary by state or territory (see response to: Where can I get tested?). Check with your testing site to learn which test it uses. You can find a patient information sheet for each test on the FDA site.

Be aware that at this time, no home tests have been authorized for use. All tests must be done at a testing site. The FDA sees the public health value in expanding testing that may include home collection, and they are actively working with test developers on this goal.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.fda.gov/medical-devices/emergency-situations-medical-devices/emergency-use-authorizations; https://www.fda.gov/medical-devices/emergency-situations-medical-devices/emergency-use-authorizations#covid19ivd
ask_types_of_tests,What kinds of tests are used to detect COVID-19?,"Many tests to diagnose COVID-19 have received an Emergency Use Authorization (EUA)external icon from the Food & Drug Administration (FDA). All of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasopharyngeal swabs.

Locations and types of testing sites may vary by state or territory (see response to: Where can I get tested?). Check with your testing site to learn which test it uses. You can find a patient information sheet for each test on the FDA site.

Be aware that at this time, no home tests have been authorized for use. All tests must be done at a testing site. The FDA sees the public health value in expanding testing that may include home collection, and they are actively working with test developers on this goal.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.fda.gov/medical-devices/emergency-situations-medical-devices/emergency-use-authorizations; https://www.fda.gov/medical-devices/emergency-situations-medical-devices/emergency-use-authorizations#covid19ivd
ask_types_of_tests,What tests are available for COVID-19?,"Many tests to diagnose COVID-19 have received an Emergency Use Authorization (EUA)external icon from the Food & Drug Administration (FDA). All of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasopharyngeal swabs.

Locations and types of testing sites may vary by state or territory (see response to: Where can I get tested?). Check with your testing site to learn which test it uses. You can find a patient information sheet for each test on the FDA site.

Be aware that at this time, no home tests have been authorized for use. All tests must be done at a testing site. The FDA sees the public health value in expanding testing that may include home collection, and they are actively working with test developers on this goal.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.fda.gov/medical-devices/emergency-situations-medical-devices/emergency-use-authorizations; https://www.fda.gov/medical-devices/emergency-situations-medical-devices/emergency-use-authorizations#covid19ivd
ask_types_of_tests,What types of tests are available?,"Many tests to diagnose COVID-19 have received an Emergency Use Authorization (EUA)external icon from the Food & Drug Administration (FDA). All of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasopharyngeal swabs.

Locations and types of testing sites may vary by state or territory (see response to: Where can I get tested?). Check with your testing site to learn which test it uses. You can find a patient information sheet for each test on the FDA site.

Be aware that at this time, no home tests have been authorized for use. All tests must be done at a testing site. The FDA sees the public health value in expanding testing that may include home collection, and they are actively working with test developers on this goal.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.fda.gov/medical-devices/emergency-situations-medical-devices/emergency-use-authorizations; https://www.fda.gov/medical-devices/emergency-situations-medical-devices/emergency-use-authorizations#covid19ivd
ask_types_of_tests,Are home test kits available?,"Many tests to diagnose COVID-19 have received an Emergency Use Authorization (EUA)external icon from the Food & Drug Administration (FDA). All of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasopharyngeal swabs.

Locations and types of testing sites may vary by state or territory (see response to: Where can I get tested?). Check with your testing site to learn which test it uses. You can find a patient information sheet for each test on the FDA site.

Be aware that at this time, no home tests have been authorized for use. All tests must be done at a testing site. The FDA sees the public health value in expanding testing that may include home collection, and they are actively working with test developers on this goal.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.fda.gov/medical-devices/emergency-situations-medical-devices/emergency-use-authorizations; https://www.fda.gov/medical-devices/emergency-situations-medical-devices/emergency-use-authorizations#covid19ivd
ask_types_of_tests,Can I get tested at home?,"Many tests to diagnose COVID-19 have received an Emergency Use Authorization (EUA)external icon from the Food & Drug Administration (FDA). All of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasopharyngeal swabs.

Locations and types of testing sites may vary by state or territory (see response to: Where can I get tested?). Check with your testing site to learn which test it uses. You can find a patient information sheet for each test on the FDA site.

Be aware that at this time, no home tests have been authorized for use. All tests must be done at a testing site. The FDA sees the public health value in expanding testing that may include home collection, and they are actively working with test developers on this goal.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.fda.gov/medical-devices/emergency-situations-medical-devices/emergency-use-authorizations; https://www.fda.gov/medical-devices/emergency-situations-medical-devices/emergency-use-authorizations#covid19ivd
ask_types_of_tests,Are testing kits available to take home?,"Many tests to diagnose COVID-19 have received an Emergency Use Authorization (EUA)external icon from the Food & Drug Administration (FDA). All of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasopharyngeal swabs.

Locations and types of testing sites may vary by state or territory (see response to: Where can I get tested?). Check with your testing site to learn which test it uses. You can find a patient information sheet for each test on the FDA site.

Be aware that at this time, no home tests have been authorized for use. All tests must be done at a testing site. The FDA sees the public health value in expanding testing that may include home collection, and they are actively working with test developers on this goal.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.fda.gov/medical-devices/emergency-situations-medical-devices/emergency-use-authorizations; https://www.fda.gov/medical-devices/emergency-situations-medical-devices/emergency-use-authorizations#covid19ivd
ask_what_high_risk_should_do,What should older people do?,"If you are at higher risk of getting very sick from COVID-19, you should:

Stock up on supplies
Take everyday precautions to keep space between yourself and others
When you go out in public, keep away from others who are sick
Limit close contact and wash your hands often
Avoid crowds, cruise travel, and non-essential travel",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_what_high_risk_should_do,What should high risk people do?,"If you are at higher risk of getting very sick from COVID-19, you should:

Stock up on supplies
Take everyday precautions to keep space between yourself and others
When you go out in public, keep away from others who are sick
Limit close contact and wash your hands often
Avoid crowds, cruise travel, and non-essential travel",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_what_high_risk_should_do,What should high risk individuals do?,"If you are at higher risk of getting very sick from COVID-19, you should:

Stock up on supplies
Take everyday precautions to keep space between yourself and others
When you go out in public, keep away from others who are sick
Limit close contact and wash your hands often
Avoid crowds, cruise travel, and non-essential travel",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_what_high_risk_should_do,What should people more at risk do?,"If you are at higher risk of getting very sick from COVID-19, you should:

Stock up on supplies
Take everyday precautions to keep space between yourself and others
When you go out in public, keep away from others who are sick
Limit close contact and wash your hands often
Avoid crowds, cruise travel, and non-essential travel",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_what_high_risk_should_do,What should I do if I have pre-existing conditions?,"If you are at higher risk of getting very sick from COVID-19, you should:

Stock up on supplies
Take everyday precautions to keep space between yourself and others
When you go out in public, keep away from others who are sick
Limit close contact and wash your hands often
Avoid crowds, cruise travel, and non-essential travel",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_what_high_risk_should_do,What steps should I take if I am at risk of getting very sick?,"If you are at higher risk of getting very sick from COVID-19, you should:

Stock up on supplies
Take everyday precautions to keep space between yourself and others
When you go out in public, keep away from others who are sick
Limit close contact and wash your hands often
Avoid crowds, cruise travel, and non-essential travel",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_what_high_risk_should_do,What do you do if you are at risk of getting seriously ill?,"If you are at higher risk of getting very sick from COVID-19, you should:

Stock up on supplies
Take everyday precautions to keep space between yourself and others
When you go out in public, keep away from others who are sick
Limit close contact and wash your hands often
Avoid crowds, cruise travel, and non-essential travel",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_what_high_risk_should_do,What do I do if I am in a high risk group or population?,"If you are at higher risk of getting very sick from COVID-19, you should:

Stock up on supplies
Take everyday precautions to keep space between yourself and others
When you go out in public, keep away from others who are sick
Limit close contact and wash your hands often
Avoid crowds, cruise travel, and non-essential travel",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_what_is_negative_result,What does a negative test result mean?,"Using the CDC-developed diagnostic test, a negative result means that the virus that causes COVID-19 was not found in the person’s sample. In the early stages of infection, it is possible the virus will not be detected.

For COVID-19, a negative test result for a sample collected while a person has symptoms likely means that the COVID-19 virus is not causing their current illness.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_what_is_negative_result,Can someone test negative and later test positive for COVID-19?,"Using the CDC-developed diagnostic test, a negative result means that the virus that causes COVID-19 was not found in the person’s sample. In the early stages of infection, it is possible the virus will not be detected.

For COVID-19, a negative test result for a sample collected while a person has symptoms likely means that the COVID-19 virus is not causing their current illness.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_what_is_negative_result,Can a person test negative and then positive for COVID-19?,"Using the CDC-developed diagnostic test, a negative result means that the virus that causes COVID-19 was not found in the person’s sample. In the early stages of infection, it is possible the virus will not be detected.

For COVID-19, a negative test result for a sample collected while a person has symptoms likely means that the COVID-19 virus is not causing their current illness.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_what_is_negative_result,What is a negative test result?,"Using the CDC-developed diagnostic test, a negative result means that the virus that causes COVID-19 was not found in the person’s sample. In the early stages of infection, it is possible the virus will not be detected.

For COVID-19, a negative test result for a sample collected while a person has symptoms likely means that the COVID-19 virus is not causing their current illness.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_what_is_negative_result,What does it mean to have a negative result?,"Using the CDC-developed diagnostic test, a negative result means that the virus that causes COVID-19 was not found in the person’s sample. In the early stages of infection, it is possible the virus will not be detected.

For COVID-19, a negative test result for a sample collected while a person has symptoms likely means that the COVID-19 virus is not causing their current illness.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_what_is_negative_result,Can a person get sick after they test negative for the virus?,"Using the CDC-developed diagnostic test, a negative result means that the virus that causes COVID-19 was not found in the person’s sample. In the early stages of infection, it is possible the virus will not be detected.

For COVID-19, a negative test result for a sample collected while a person has symptoms likely means that the COVID-19 virus is not causing their current illness.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,
ask_work_if_outbreak,Should I go to work if there is an outbreak in my community?,"Follow the advice of your local health officials. Stay home if you can. Talk to your employer to discuss working from home, taking leave if you or someone in your household gets sick with COVID-19 symptoms, or if your child’s school is dismissed temporarily. Employers should be aware that more employees may need to stay at home to care for sick children or other sick family members than is usual in case of a community outbreak.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/coronavirus/2019-ncov/symptoms-testing/symptoms.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fabout%2Fsymptoms.html
ask_work_if_outbreak,Should I go to work?,"Follow the advice of your local health officials. Stay home if you can. Talk to your employer to discuss working from home, taking leave if you or someone in your household gets sick with COVID-19 symptoms, or if your child’s school is dismissed temporarily. Employers should be aware that more employees may need to stay at home to care for sick children or other sick family members than is usual in case of a community outbreak.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/coronavirus/2019-ncov/symptoms-testing/symptoms.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fabout%2Fsymptoms.html
ask_work_if_outbreak,Should I go to work if theres an outbreak?,"Follow the advice of your local health officials. Stay home if you can. Talk to your employer to discuss working from home, taking leave if you or someone in your household gets sick with COVID-19 symptoms, or if your child’s school is dismissed temporarily. Employers should be aware that more employees may need to stay at home to care for sick children or other sick family members than is usual in case of a community outbreak.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/coronavirus/2019-ncov/symptoms-testing/symptoms.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fabout%2Fsymptoms.html
